yday,predicted_mean_temp,station,mean_temp,mean_do,mean_salinity,diff
128,9.025544907694867,js2_12,8.881468965517241,5.932565517241379,31.094625862068966,neg
130,9.040019796586654,js2_12,9.008645,5.833585,31.069316666666666,neg
135,9.112319701849021,js2_12,9.165720338983052,5.5372355932203385,30.965925423728812,pos
142,9.272713170821726,js2_12,9.334235,5.4838716666666665,31.12623333333333,pos
147,9.376085589801622,js2_12,9.444419166666666,5.44305,31.161228333333334,pos
154,9.510776615016216,js2_12,9.666543333333333,5.569348333333333,31.148135,pos
58,8.13294801912917,QU29,7.514019672131147,5.50992131147541,29.533668852459016,neg
128,10.201010271356676,QU29,9.709243333333333,4.051143333333333,30.042096666666666,neg
157,11.239622439052503,QU29,10.81392,4.019666666666667,29.583073333333335,neg
43.5,7.94564673683885,QU29,7.94564673683885,NA,NA,NA
146.5,10.929849928386448,QU29,10.929849928386448,NA,NA,NA
179,11.767387488037318,QU29,11.767387488037318,NA,NA,NA
36,7.594876466296993,QU39,7.949573770491803,4.881313114754098,29.174637704918034,pos
43,7.727342536365057,QU39,6.950230508474577,5.779959322033898,28.961106779661016,neg
52,7.920520723110112,QU39,6.830225,5.99567,28.958153333333332,neg
57,8.039421766165674,QU39,6.9552327868852455,6.080790163934426,29.026811475409836,neg
64,8.226061334594247,QU39,6.859995081967213,6.083514754098361,29.202390163934428,neg
71,8.433828516223038,QU39,7.310115254237288,6.527276271186441,29.247474576271188,neg
79,8.691117993744278,QU39,7.58594,6.409016666666666,29.349781666666665,neg
86,8.928331780551128,QU39,8.275434426229507,7.449996721311475,29.304934426229508,neg
92,9.136894786838111,QU39,8.549074576271186,6.308681355932204,29.54473898305085,neg
100,9.417126913715444,QU39,9.119372131147541,6.524040983606557,29.39995737704918,neg
107,9.682073936990754,QU39,9.356673333333333,6.152213333333333,29.451405,neg
122,10.41966467380542,QU39,9.872537931034483,4.20268275862069,29.56521379310345,neg
129,10.769454278005425,QU39,9.678816666666666,4.444153333333333,30.016003333333334,neg
142,11.276976766291906,QU39,12.53368,3.2077066666666667,29.3735,pos
149,11.4829500790186,QU39,11.190633333333333,4.063036666666667,29.309633333333334,neg
155,11.639144513216742,QU39,11.835286666666667,3.8247733333333334,29.09936666666667,pos
39.5,7.659165508618618,QU39,7.659165508618618,NA,NA,NA
135.5,11.053901680581673,QU39,11.053901680581673,NA,NA,NA
145.5,11.383223927903243,QU39,11.383223927903243,NA,NA,NA
152,11.563346457864293,QU39,11.563346457864293,NA,NA,NA
